index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
76,746.0,"CANO, Alonso",St John the Evangelist on Pathmos,https://www.wga.hu/html/c/cano/pathmos.html,https://www.wga.hu/detail/c/cano/pathmos.jpg,web_gallery_ccanopathmos.jpg,"In this painting the Evangelist is represented as a youthful visionary in a characteristic Baroque, diagonal position, in a pose that returns later in the Romantic portraits of poets, as a pose appropriate for the sacred moment of inspiration.",1601-1650,"Oil on canvas, 218 x 153 cm",False,False,False,False,False,False,False,False,True
60,1543.0,FRANCESCO DI GIORGIO MARTINI,Virgin and Child with St Catherine and Angels,https://www.wga.hu/html/f/francesc/3paintin/2virginc.html,https://www.wga.hu/detail/f/francesc/3paintin/2virginc.jpg,web_gallery_ffrancesc3paintin2virginc.jpg,"The Virgin is seated in the foreground, gently supporting the Child on her lap. Behind Him are placed four figures in front of a flat and undefined background of a striking red, which is decorated with a printed black design of curving tendrils. The artist's technical skill is evident in the transparency of the haloes, which are subtly painted as if they were fine lace. Notable are the modelling of the hands and faces, and the lyrical poses of the Virgin and Child and the background figures.",1451-1500,"Mixed technique on panel, 62 x 42 cm",False,True,False,False,False,False,False,False,False
138,351.0,"BASSETTI, Marcantonio",St Sebastian Tended by St Irene,https://www.wga.hu/html/b/bassetti/sebastia.html,https://www.wga.hu/detail/b/bassetti/sebastia.jpg,web_gallery_bbassettisebastia.jpg,"As a young man Bassetti trained under Felice Brusasorzi and in circa 1605 left Verona for Venice, where he befriended Palma Giovane; an artist with whom he remained in contact even after he left the lagoon. In 1616 he travelled to Rome where he worked alongside Carlo Saraceni and two fellow Veronese artists, Alessandro Turchi and Pasquale Ottino, in the Quirinal's Sala Regia (1616-17). Like Turchi and Ottino, Bassetti specialised in painting on slate, a preferred support for Veronese artists, but he also executed a number of large-scale works. Whilst in Rome he absorbed the Caravaggesque influences of his roman contemporaries but, like his Veronese companions, he maintained the muted colours more typical of painters from his native city.",1601-1650,"Oil on canvas, 89 x 100 cm",True,False,False,False,False,False,False,False,False
12,945.0,"CASTIGLIONE, Giovanni Benedetto",The Immaculate Conception with Sts Francis of Assisi and Anthony of Padua,https://www.wga.hu/html/c/castigli/immacul2.html,https://www.wga.hu/detail/c/castigli/immacul2.jpg,web_gallery_ccastigliimmacul2.jpg,"At the end of his career Castiglione produced ecstatic compositions of great intensity, reminiscent of Bernini's style of these years. One of the few documented paintings in Castiglione's career, the present Immaculate Conception was executed for the high altar of the new Capuchin church in Osimo, a small town in central Italy. ",1601-1650,"Oil on canvas, 367 x 221 cm",False,False,False,False,True,False,False,False,False
76,,Samuel H. Kress Collection,Saint Sebastian,https://www.nga.gov/collection/art-object-page.46100.html,"https://media.nga.gov/iiif/84533b39-42c6-40ee-9a2f-6bdf11f6c5e3/full/!588,600/0/default.jpg",nga_84533b39-42c6-40ee-9a2f-6bdf11f6c5e3.jpg,,1505.0,oil on panel,True,False,False,False,False,False,False,False,False
109,1742.0,GIAMPIETRINO,Repentant Mary Magdalene,https://www.wga.hu/html/g/giampiet/magdalen.html,https://www.wga.hu/detail/g/giampiet/magdalen.jpg,web_gallery_ggiampietmagdalen.jpg,"Leonardo da Vinci himself mentions in a document his student called Gian Pietro, who can be identified with Giovan Pietro Rizzoli  in his conventional name, Giampietrino  a painter active in Milan in the first half of the 16th century. Giampietrino, not an artist of innovating and experimenting spirit, borrowed the elements of his pictorial language primarily from his master and his master's students (Marco d'Oggiono, Cesare da Sesto). ",1501-1550,"Oil on panel, 49 x 39 cm",False,False,False,False,False,True,False,False,False
50,5151.0,"VERONESE, Paolo",Martyrdom of St Sebastian,https://www.wga.hu/html/v/veronese/02a/1choir/3martyr.html,https://www.wga.hu/detail/v/veronese/02a/1choir/3martyr.jpg,web_gallery_vveronese02a1choir3martyr.jpg,This painting is on the wall of the chancel (presbytery) of the church of San Sebastiano.,1551-1600,"Oil on canvas, 355 x 540 cm",True,False,False,False,False,False,False,False,False
37,,Andrew W. Mellon Collection,"The Crucifixion with the Virgin, Saint John, Saint Jerome, and Saint Mary Magdalene [right panel]",https://www.nga.gov/collection/art-object-page.31.html,"https://media.nga.gov/iiif/49cffd8d-5c06-4628-9369-1b6bdb3e7b90/full/!588,600/0/default.jpg",nga_49cffd8d-5c06-4628-9369-1b6bdb3e7b90.jpg,"Pietro Vannucci, called Perugino after the city in which he often lived, collaborated
 with other celebrated painters in one of the most prestigious commissions of the
 late fifteenth century -- the decoration of the walls of the Sistine Chapel in 1481-1482.
 He headed active workshops in Perugia and Florence, where he would eventually be
 overshadowed by his greatest pupil, Raphael.",1482.0,oil on panel transferred to canvas,False,False,False,False,False,True,False,False,False
135,3205.0,MASTER of the Legend of Saint Lucy,St Sebastian,https://www.wga.hu/html/m/master/legend3/2sebasti.html,https://www.wga.hu/detail/m/master/legend3/2sebasti.jpg,web_gallery_mmasterlegend32sebasti.jpg,"St Sebastian is standing frontally with his hands over his head tied to a tree in a tree-filled landscape with abundant vegetation in the foreground. The towers of a castle loom up in the background. Apart from his loincloth he is naked. Both sides of his body are pierced with arrows. The handling of light is full of contrast, with ample use of white lead on the rosy skin standing out against the very dark green of the surroundings.",1451-1500,"Oil on oak panel, 70 x 27 cm",True,False,False,False,False,False,False,False,False
145,,Rosenwald Collection,Saint Francis Receiving the Stigmata,https://www.nga.gov/collection/art-object-page.3948.html,"https://media.nga.gov/iiif/6295275e-64f8-4662-b4fc-6c789f3af02b/full/!588,600/0/default.jpg",nga_6295275e-64f8-4662-b4fc-6c789f3af02b.jpg,,1470.0,woodcut,False,False,False,False,True,False,False,False,False
27,3103.0,MASTER of Female Half-lengths,Mary Magdalene Holding the Unguent Jar,https://www.wga.hu/html/m/master/female/marymagd.html,https://www.wga.hu/detail/m/master/female/marymagd.jpg,web_gallery_mmasterfemalemarymagd.jpg,"The artist derives his name from the series of works depicting half-length female figures behind a writing desk, reading, or playing a musical instrument, that he painted in Antwerp, though inspired by the art of Bruges. Here the figure holds, as if to open, an unguent jar that identifies her as Mary Magdalene. Few of the Master's half-length females, if any, are as richly ornamented as this.",1501-1550,"Oil on oak panel, 29 x 23 cm",False,False,False,False,False,True,False,False,False
64,5813.0,Martin Schongauer,The Lion of Saint Mark,https://www.artic.edu/artworks/50155/the-lion-of-saint-mark,"https://www.artic.edu/iiif/2/5e28dbdc-8672-e435-c3cf-f7ab98b9794a/full/600,/0/default.jpg",chicago_art_gallery_5e28dbdc-8672-e435-c3cf-f7ab98b9794a.jpg,"Martin Schongauer’s roundel of a winged lion is part of a set of engravings of the symbols of the four Evangelists: Matthew (eagle), Mark (lion), Luke (ox), and John (angel). Here Saint Mark’s haloed, noble beast stands at attention, emitting a stately roar. A banderole weaves between its legs in empty folds; this scroll was included so that the engraving’s owner could inscribe it with the story of Christ’s life and resurrection, as Mark described in his Gospel.",Made 1485–1495,Engraving on paper,False,False,False,False,False,False,True,False,False
123,5751.0,Jacopo Confortini,Saint Sebastian,https://www.artic.edu/artworks/20146/saint-sebastian,"https://www.artic.edu/iiif/2/73ae0189-bf96-7224-f81a-b78366bc7710/full/600,/0/default.jpg",chicago_art_gallery_73ae0189-bf96-7224-f81a-b78366bc7710.jpg,"Object information is a work in progress and may be updated as new research findings emerge. To help improve this record, please email . Information about image downloads and licensing is available here.",Made 1500–1700,"Red chalk counterproof, on ivory laid paper, laid down on ivory laid paper",True,False,False,False,False,False,False,False,False
75,728.0,"CALVAERT, Denys",Holy Family with the infant St John the Baptist and an Angel,https://www.wga.hu/html/c/calvaert/holyfamx.html,https://www.wga.hu/detail/c/calvaert/holyfamx.jpg,web_gallery_ccalvaertholyfamx.jpg,"In 1560, Calvaert moved to Bologna, where he was influenced by the work of Parmigianino and Correggio. After a three-year stay in Rome his style matured and he was increasingly influenced by the work of Barocci, all the while maintaining a Mannerist aesthetic even after it fell out of fashion. The present Holy Family is characteristic of Calvaert's post-Roman style and clearly reveals Barocci's influence.",1551-1600,"Oil on canvas, 58 x 41 cm",False,False,True,False,False,False,False,False,False
64,5095.0,VALENTIN DE BOULOGNE,St Jerome,https://www.wga.hu/html/v/valentin/stjerome.html,https://www.wga.hu/detail/v/valentin/stjerome.jpg,web_gallery_vvalentinstjerome.jpg,,1601-1650,Oil on canvas,False,False,False,True,False,False,False,False,False
71,4665.0,"TERBRUGGHEN, Hendrick",St Sebastian Tended by Irene and her Maid,https://www.wga.hu/html/t/terbrugg/2/sebastia.html,https://www.wga.hu/detail/t/terbrugg/2/sebastia.jpg,web_gallery_tterbrugg2sebastia.jpg,"Terbrugghen's ability to combine exquisite painterly effects with restrained emotion accounts for the power of his masterpiece, St Sebastian Tended by Irene and her Maid. The women tenderly and efficiently go about their business of trying to save the life of the saint, who has been pierced with arrows and left for dead. The large, full forms of the group have been knit together into a magnificent design, and what could have been hard and sculptural is remarkably softened by the cool silvery light which plays over Sebastian's half-dead. olive-grey body as well as the reds, creamy whites, and plum colours worn by the women who tend the saint.",1601-1650,Oil on canvas,True,False,False,False,False,False,False,False,False
6,3294.0,"MAULBERTSCH, Franz Anton",Mary Magdalene,https://www.wga.hu/html/m/maulbert/04maryma.html,https://www.wga.hu/detail/m/maulbert/04maryma.jpg,web_gallery_mmaulbert04maryma.jpg,The picture shows the influence Piazzetta's painting.,1751-1800,Oil on canvas,False,False,False,False,False,True,False,False,False
61,3236.0,MASTER of the Osservanza,St John the Evangelist,https://www.wga.hu/html/m/master/osservan/st_john.html,https://www.wga.hu/detail/m/master/osservan/st_john.jpg,web_gallery_mmasterosservanst_john.jpg,"This figure of St John the Evangelist once formed part of an altarpiece predella, flanking an image of the Crucifixion or Pietà in the centre, with a depiction of the mourning Virgin at the left. Its author, the Master of the Osservanza, has been described as one of the outstanding Sienese artists of the second quarter of the fifteenth century. Recent research based on documentary evidence identified the artist as the young Sano di Pietro.",1401-1450,"Tempera and silver on panel, 21 x 23 cm",False,False,False,False,False,False,False,False,True
50,,Rosenwald Collection,Christ Appearing to the Magdalene as a Gardner,https://www.nga.gov/collection/art-object-page.3890.html,"https://media.nga.gov/iiif/e5c0f75b-83e5-4b07-9d35-175cd79b8180/full/!588,600/0/default.jpg",nga_e5c0f75b-83e5-4b07-9d35-175cd79b8180.jpg,,1460.0,"metalcut, hand-colored in yellow, red-brown lake, and green",False,False,False,False,False,True,False,False,False
34,1692.0,"GHIRLANDAIO, Domenico",St Jerome in his Study (detail),https://www.wga.hu/html/g/ghirland/domenico/3fresco/1jerome2.html,https://www.wga.hu/detail/g/ghirland/domenico/3fresco/1jerome2.jpg,web_gallery_gghirlanddomenico3fresco1jerome2.jpg,,1451-1500,Fresco,False,False,False,True,False,False,False,False,False
138,5000.0,"UNKNOWN MASTER, Italian",St Francis and Eight Scenes from his Life (detail),https://www.wga.hu/html/m/master/xunk_it/xunk_it0/031franc.html,https://www.wga.hu/detail/m/master/xunk_it/xunk_it0/031franc.jpg,web_gallery_mmasterxunk_itxunk_it0031franc.jpg,"The picture shows one of the eight scenes of the Pistoian altarpiece. Pointed in shape, the altarpiece was originally in the local church of San Francesco al Prato. It revisits the usual typology of images present in the Franciscan churches of the region since the beginning of the thirteenth century, an example being the altarpiece by Bonaventura Berlinghieri.",1201-1250,Tempera on wood,False,False,False,False,True,False,False,False,False
109,2803.0,"LOTTO, Lorenzo","Madonna and Child with Sts Peter, Christine, Liberale, and Jerome (detail)",https://www.wga.hu/html/l/lotto/1/02tiver1.html,https://www.wga.hu/detail/l/lotto/1/02tiver1.jpg,web_gallery_llotto102tiver1.jpg,The detail shows Sts Peter and Christine.,1501-1550,Oil on wood,False,False,False,True,False,False,False,False,False
47,2912.0,"MAIANO, Benedetto da",Obsequies of St Francis,https://www.wga.hu/html/m/maiano/benedett/pulpit4a.html,https://www.wga.hu/detail/m/maiano/benedett/pulpit4a.jpg,web_gallery_mmaianobenedettpulpit4a.jpg,This relief shows the obsequies of St Francis. It is interesting to note the parallels between Benedetto da Maiano's reliefs on the pulpit in Santa Croce and the scenes of the St Francis cycle painted at about the same time in the Sassetti Chapel of Santa Trinità by Domenico Ghirlandaio.,1451-1500,Marble,False,False,False,False,True,False,False,False,False
47,,"n •window: II,line: 3,lane: c","Descent of the Holy Spirit with Mary, the Twelve Apostles and Saints Martha and Magdalene (detail)",https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=29&tx_cvma_archive%5Bimage%5D=12966&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=32885b93076facb47e2c966e28b26334#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/12966.jpg,corpus_12966.jpg,"St. Catherine of Alexandria before Emperor Maxentius; she refuses the worship of pagan statues statue, refuse (worship), before",a 1430/34,Transmitted light front single shot,False,False,False,False,False,True,False,False,False
